Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_2731,c_2,m_3,c_10,c_9,0.7305,0.8064627613067626
model_2732,c_12,c_1,c_3,c_9,0.7272,0.8184866537094116
model_2733,c_12,c_2,c_7,m_2,0.7196,0.8440141894340515
model_2734,c_1,c_3,c_11,c_9,0.7201,0.8772886105537414
model_2735,c_7,c_1,c_11,c_4,0.6904,0.929938254737854
model_2736,c_4,c_7,c_9,c_10,0.7194,0.8050865341186524
model_2737,c_4,c_4,c_5,c_8,0.7317,0.8276993690490723
model_2738,m_2,m_2,m_1,c_10,0.5672,1.261371230697632
model_2739,c_11,m_2,c_11,c_5,0.7317,0.8186860487937927
model_2740,c_11,m_2,c_11,c_3,0.758,0.7389708683013916
model_2741,c_8,c_7,c_2,c_9,0.7132,0.8516078427314758
model_2742,c_2,c_3,c_7,m_1,0.7418,0.7606207960128785
model_2743,c_1,m_2,c_8,c_7,0.7196,0.8612209627151489
model_2744,c_8,c_4,c_11,m_3,0.735,0.7625633593559266
model_2745,m_1,c_1,c_2,c_6,0.6584,1.0506580432891846
model_2746,c_11,m_2,m_2,m_1,0.7418,0.8031661159515381
model_2747,c_4,m_2,c_5,c_4,0.731,0.7992541718482972
model_2748,m_1,c_3,c_9,c_11,0.6779,1.0311887612342834
model_2749,c_9,m_2,c_1,c_7,0.7162,0.8155951391220093
model_2750,c_6,c_1,c_7,c_9,0.7348,0.8205022193908691
model_2751,c_1,m_2,s,-,0.7013,0.8739794399261475
model_2752,c_12,m_2,s,-,0.7235,0.8062753994941712
model_2753,c_3,c_10,c_2,c_8,0.7269,0.8179562781333923
model_2754,c_4,c_12,c_11,c_2,0.7442,0.7848147395610809
model_2755,c_4,c_12,c_11,c_5,0.7406,0.765865763092041
model_2756,m_3,c_11,c_5,c_9,0.6779,0.952623291683197
model_2757,c_6,c_1,s,-,0.7045,0.8768632382392884
model_2758,c_12,c_3,c_12,c_3,0.766,0.7479123764038086
model_2759,c_3,c_1,c_9,c_9,0.7312,0.7886290299415588
model_2760,c_4,c_5,c_11,c_8,0.7225,0.8164223564147949
model_2761,c_4,c_5,c_9,c_11,0.7249,0.8955831338882446
model_2762,c_5,m_2,m_1,m_1,0.654,1.024300959777832
model_2763,c_1,c_11,c_11,c_8,0.7355,0.7938710228919983
model_2764,c_2,c_10,c_4,c_9,0.728,0.8138401030540466
model_2765,c_5,m_2,m_2,s,0.7392,0.7720852843284607
model_2766,c_5,c_3,m_3,c_3,0.7573,0.7291064016342164
model_2767,c_4,m_2,c_10,m_1,0.7059,0.8627065661430359
model_2768,c_4,c_2,c_10,c_9,0.7403,0.7882268959999085
model_2769,c_4,m_2,c_11,c_5,0.7584,0.7315276500701904
model_2770,c_4,c_3,c_11,c_5,0.7246,0.8084479921340942
model_2771,c_3,c_1,c_11,c_9,0.751,0.7558783790588379
model_2772,c_2,c_2,c_9,m_1,0.7376,0.7965237096786499
model_2773,m_2,c_9,c_11,c_9,0.7329,0.8630140626907349
model_2774,c_4,m_3,c_3,c_8,0.7519,0.7358638353347778
model_2775,c_12,c_10,c_11,c_9,0.7679,0.7241708389282226
model_2776,c_1,c_11,c_11,c_9,0.7427,0.8419731448173523
model_2777,m_1,m_1,c_11,c_4,0.6718,0.9628386515617371
model_2778,c_6,m_3,c_11,c_5,0.7752,0.6777686758041381
model_2779,c_11,c_3,c_11,c_9,0.7627,0.7655108096599579
model_2780,m_3,c_1,m_1,c_9,0.6105,1.1040182024002074
model_2781,c_4,m_3,c_7,c_4,0.7214,0.798011607170105
model_2782,c_10,m_2,m_2,c_9,0.7357,0.7782807048797608
model_2783,c_4,c_1,c_11,m_2,0.6676,0.9633292566299438
model_2784,c_4,c_7,c_9,m_3,0.7331,0.8097457792282104
model_2785,c_4,c_3,c_6,c_7,0.7296,0.8156343034744262
model_2786,c_2,m_3,c_8,c_9,0.7475,0.7699938943862915
model_2787,c_1,c_8,c_11,m_3,0.7248,0.8173062283515931
model_2788,c_4,c_6,c_8,c_12,0.7343,0.7844149267196655
model_2789,c_2,c_11,c_11,c_11,0.758,0.7361875261306763
model_2790,c_2,c_3,c_5,m_3,0.7112,0.8355504770278931
model_2791,c_4,c_10,c_3,c_6,0.7493,0.7636324229240418
model_2792,c_4,m_2,c_9,c_11,0.771,0.6947208896636963
model_2793,c_7,c_5,c_2,c_9,0.7438,0.7608864577293396
model_2794,c_4,m_3,c_11,c_8,0.7313,0.7981726755142212
model_2795,c_11,c_5,c_7,c_9,0.7379,0.8045428727149964
model_2796,m_3,c_4,c_1,c_5,0.6986,0.9024740262031555
model_2797,c_12,c_5,c_3,c_4,0.7167,0.8937679377555847
model_2798,c_12,m_2,c_2,c_3,0.7494,0.7467872533798218
model_2799,c_11,c_9,c_1,c_9,0.7392,0.7722109156608582
model_2800,c_4,c_9,c_7,c_9,0.722,0.8367725413322449
model_2801,c_4,c_4,c_4,c_11,0.6969,0.9375136088371276
model_2802,c_5,m_2,c_9,c_11,0.7474,0.7561057955265045
model_2803,c_10,c_9,c_7,c_5,0.7288,0.8065781846046448
model_2804,c_1,c_4,c_4,c_9,0.7175,0.8199576785087586
model_2805,c_4,c_7,c_11,c_4,0.7351,0.8103272101402282
model_2806,c_5,c_5,c_8,c_6,0.6956,0.9022098899841309
model_2807,c_11,c_6,c_2,c_9,0.7547,0.7567643042564393
model_2808,c_4,c_8,c_7,m_2,0.705,0.878712389755249
model_2809,c_4,m_2,m_2,c_9,0.7383,0.7922910561561585
model_2810,m_2,c_8,c_11,c_8,0.7256,0.8999023921012879
model_2811,c_11,m_1,c_7,c_9,0.7694,0.6902556007862091
model_2812,c_4,c_12,c_7,c_9,0.7302,0.8035444073677063
model_2813,c_3,m_3,c_11,c_4,0.7488,0.7478945558547974
model_2814,m_3,c_5,c_9,c_9,0.6358,1.0649976276397706
model_2815,c_6,c_9,c_9,s,0.7494,0.7780157829284668
model_2816,c_4,c_1,c_11,c_5,0.7251,0.8040595989227295
model_2817,c_4,c_8,c_5,c_9,0.7454,0.7482641726493835
model_2818,m_3,c_10,c_2,c_9,0.6422,1.05679187707901
model_2819,c_4,m_1,c_6,c_9,0.7361,0.8105953584671021
model_2820,c_4,c_6,c_1,c_9,0.7099,0.8832254561424255
model_2821,c_4,c_10,c_11,m_2,0.7308,0.7919604681015014
model_2822,c_1,c_2,c_11,c_12,0.7589,0.7227999140739441
model_2823,c_1,m_2,c_11,c_3,0.7243,0.840778023147583
model_2824,c_9,c_11,c_9,c_9,0.7485,0.7498033727645874
model_2825,c_9,c_1,c_11,c_10,0.7116,0.8303282134056091
model_2826,m_3,c_10,s,-,0.682,0.9113333812713623
model_2827,c_9,m_3,c_11,c_9,0.7581,0.7779736015796661
model_2828,c_7,c_3,m_3,c_6,0.7243,0.8067796707153321
model_2829,c_12,c_2,m_1,s,0.6977,0.8687811294555664
model_2830,c_7,m_2,c_4,c_12,0.7394,0.8120071589469909
model_2831,c_4,m_1,m_1,c_4,0.6651,0.9423090072631836
model_2832,c_11,m_2,m_1,c_9,0.7413,0.751764820766449
model_2833,c_4,c_12,c_11,c_1,0.7275,0.8260901928901673
model_2834,c_5,c_8,c_11,c_4,0.7414,0.7947007785797119
model_2835,m_1,c_1,c_11,c_9,0.6947,1.0839156867027282
model_2836,c_4,c_4,m_1,c_4,0.6968,0.8932907748222351
model_2837,c_8,m_2,c_6,m_3,0.7454,0.7555219453811646
model_2838,c_8,c_7,c_12,m_1,0.6968,0.8720419266700744
model_2839,c_1,m_2,c_9,m_2,0.7364,0.7558663061141968
model_2840,c_2,c_12,c_5,m_2,0.715,0.8216898259162903
model_2841,c_10,c_3,m_3,c_9,0.7733,0.6769541500091553
model_2842,c_4,c_1,m_1,c_6,0.7214,0.8406759588241577
model_2843,c_4,c_3,c_11,c_10,0.7253,0.8186073212623596
model_2844,c_4,c_12,m_1,c_10,0.7124,0.840026927280426
model_2845,c_1,c_7,c_11,c_2,0.7333,0.7812072401046752
model_2846,c_3,m_2,c_11,c_9,0.7694,0.7387075364589691
model_2847,c_10,m_2,c_6,c_9,0.7541,0.7373548973083496
model_2848,c_9,m_2,c_7,c_10,0.7445,0.7529946701049804
model_2849,c_6,c_3,c_11,c_8,0.7244,0.8508088637351989
model_2850,c_3,m_2,c_11,c_6,0.7422,0.7667341734886169
model_2851,c_8,m_2,c_8,c_9,0.7543,0.7595804605007171
model_2852,m_1,m_3,c_1,c_9,0.6205,1.0999437252044677
model_2853,m_2,m_2,c_6,m_1,0.6209,1.092272024154663
model_2854,m_1,c_3,c_6,c_11,0.6336,1.1463448326110839
model_2855,c_10,c_5,m_1,c_12,0.7425,0.7996501159667969
model_2856,m_2,m_1,c_11,c_3,0.6957,0.8819389746665954
model_2857,m_1,m_3,c_11,s,0.6217,1.097761060333252
model_2858,c_11,m_2,c_11,c_4,0.7704,0.6872409536361694
model_2859,m_3,c_10,m_2,c_9,0.677,0.9350828499794006
model_2860,c_3,c_3,c_5,m_3,0.7406,0.7696225338935853
model_2861,m_2,c_2,c_3,c_9,0.6816,1.0084871696472169
model_2862,c_4,c_5,c_5,c_9,0.7417,0.7639453004837036
model_2863,c_7,m_2,c_11,m_3,0.7509,0.7295546699523926
model_2864,c_2,c_9,c_4,c_12,0.7367,0.7798774546623229
model_2865,c_12,m_2,c_1,m_2,0.6944,0.8820725955963135
model_2866,c_4,m_2,c_9,c_7,0.7411,0.7516590167999267
model_2867,c_10,m_2,c_5,c_9,0.7638,0.7176223727226257
model_2868,c_4,c_11,m_3,s,0.7265,0.7976753840446472
model_2869,c_4,c_6,c_2,c_6,0.7521,0.7619561866760254
model_2870,m_3,m_2,c_11,c_3,0.624,1.0806358219146728
model_2871,c_4,c_2,c_11,c_9,0.7501,0.7663494987487793
model_2872,c_9,m_2,c_11,c_12,0.7813,0.6672566613674163
model_2873,c_6,m_2,c_8,m_2,0.7301,0.815379411315918
model_2874,m_2,m_1,c_10,c_8,0.6803,0.8999938997268677
model_2875,c_5,m_2,c_11,c_6,0.7399,0.7816323956489563
model_2876,c_4,m_2,c_11,c_1,0.7278,0.7972424761772156
model_2877,c_11,c_7,c_11,c_9,0.7333,0.7726268226623535
model_2878,c_4,c_9,c_12,c_9,0.7359,0.7971183810234069
model_2879,c_4,c_7,s,-,0.6805,0.9370808281898498
model_2880,c_4,c_12,c_12,m_3,0.7511,0.7286851758956909
model_2881,c_5,m_1,c_6,c_4,0.7148,0.8345126907348632
model_2882,c_4,m_2,m_1,c_2,0.707,0.8736023287773133
model_2883,c_8,m_2,c_12,c_4,0.7498,0.7367423520088195
model_2884,c_6,c_1,c_11,c_12,0.7619,0.7304891875267029
model_2885,c_4,c_4,c_11,c_6,0.7387,0.7591627598762513
model_2886,c_12,m_1,c_1,c_5,0.7478,0.7699169013023377
model_2887,c_4,c_1,c_1,c_9,0.742,0.766662529182434
model_2888,c_4,c_3,c_11,m_2,0.7009,0.9046206621170044
model_2889,c_4,m_2,c_4,c_4,0.7017,0.8864165955543518
model_2890,c_11,c_9,c_11,m_1,0.712,0.8578301488876343
model_2891,c_4,c_2,c_2,c_6,0.7341,0.8042624080657959
model_2892,c_1,c_10,s,-,0.6997,0.8966852078437805
model_2893,c_4,c_6,c_11,c_9,0.7243,0.7922686429023743
model_2894,m_3,c_11,c_11,c_11,0.7168,0.8597969521522522
model_2895,c_4,c_12,c_11,m_3,0.7524,0.7325652013778686
model_2896,c_5,c_7,c_8,m_1,0.6968,0.8799303747177124
model_2897,c_7,c_1,c_11,c_11,0.71,0.8795082785606384
model_2898,c_6,m_2,c_4,c_7,0.6916,0.9203892956733704
model_2899,m_1,m_1,s,-,0.6646,0.9578594506263733
model_2900,c_4,m_2,c_11,c_4,0.7187,0.8287312656402588
model_2901,c_4,m_1,c_12,c_8,0.7602,0.7101897653579712
model_2902,c_1,m_2,c_12,c_9,0.7895,0.6731392589569092
model_2903,c_8,c_4,c_11,c_2,0.7118,0.8398523747444153
model_2904,m_3,m_3,c_8,c_12,0.5912,1.166726909828186
model_2905,m_2,c_5,m_3,c_9,0.6308,1.0616054363250733
model_2906,c_10,m_2,c_12,c_4,0.7679,0.69851590924263
model_2907,m_1,c_7,c_7,c_6,0.6414,1.0433208080291747
model_2908,c_3,m_2,m_2,m_1,0.7109,0.8784132850646973
model_2909,m_3,m_2,c_4,m_2,0.555,1.2581609191894532
model_2910,c_11,m_1,c_1,c_11,0.7617,0.7152227794647217
model_2911,c_5,c_12,c_4,c_1,0.7376,0.7869731666564942
model_2912,c_7,c_9,c_9,m_1,0.6872,0.919401185131073
model_2913,c_5,c_11,c_11,c_12,0.7579,0.7690887371540069
model_2914,m_3,c_5,c_11,c_12,0.7259,0.8835390171051025
model_2915,m_2,c_5,c_11,c_9,0.7154,0.9295434001922608
model_2916,c_10,m_2,c_7,c_5,0.7001,0.8820545238494873
model_2917,m_2,c_5,c_3,c_4,0.6727,0.9690570701599122
model_2918,c_4,c_9,c_2,c_12,0.7085,0.8795775193214417
model_2919,c_12,c_8,c_2,m_3,0.7551,0.7324631816864013
model_2920,c_4,c_8,c_11,c_10,0.6906,0.9276597246170044
model_2921,c_4,c_12,c_8,m_1,0.7271,0.8402935903549195
model_2922,c_7,c_5,c_11,m_2,0.7223,0.8486728755950927
model_2923,c_12,m_1,c_11,c_4,0.7407,0.7611392649650573
model_2924,c_3,c_12,c_7,m_2,0.7357,0.7729365874290466
model_2925,c_5,m_2,c_6,c_9,0.7511,0.7473132648468017
model_2926,c_4,c_3,m_1,c_10,0.7035,0.8689790090560913
model_2927,m_3,c_4,c_11,c_9,0.6853,0.9869002449035644
model_2928,c_11,m_2,c_4,m_1,0.7187,0.8109472338676452
model_2929,m_3,c_4,c_8,c_4,0.6714,0.9965147897720337
model_2930,c_4,m_3,c_1,c_11,0.758,0.7469825978279114
model_2931,c_1,c_9,c_11,c_10,0.7403,0.7767153435707093
model_2932,m_1,c_2,c_2,m_1,0.7057,0.8645832280158997
model_2933,c_4,c_5,c_3,c_6,0.7252,0.8570343358039856
model_2934,c_2,c_4,c_11,c_9,0.7238,0.8274346036911011
model_2935,c_12,m_1,c_2,c_9,0.7733,0.6948023118019104
model_2936,c_4,c_12,c_10,c_4,0.7553,0.7748681606292724
model_2937,c_4,m_2,c_11,m_2,0.721,0.8123587952613831
model_2938,c_2,c_9,c_6,c_7,0.7211,0.9029327330589294
model_2939,c_4,c_2,c_5,c_9,0.6989,0.901737321472168
model_2940,c_1,c_5,c_2,m_2,0.6968,0.8851307734489441
model_2941,c_4,c_12,c_11,s,0.7153,0.8995664029121399
model_2942,c_6,c_6,c_11,c_12,0.7478,0.7533056266784668
model_2943,c_5,c_3,c_11,s,0.7024,0.877535694885254
model_2944,c_9,c_3,c_1,s,0.7187,0.8675640495300293
model_2945,c_4,c_2,c_5,c_5,0.7226,0.8121015905380249
model_2946,m_3,c_9,m_1,c_6,0.6758,0.9325892049789428
model_2947,c_10,m_3,c_11,c_9,0.7799,0.7173911887645722
model_2948,c_4,m_1,c_12,c_2,0.7329,0.7849851501464844
model_2949,c_4,m_2,m_2,m_1,0.6828,0.9702481011390686
model_2950,c_8,c_5,c_11,c_8,0.7084,0.9090210288047791
model_2951,c_4,m_2,c_1,c_9,0.7064,0.8898190532684326
model_2952,c_3,m_2,c_10,c_11,0.7443,0.7699381927490234
model_2953,c_12,m_2,c_11,c_9,0.7513,0.7680435769081115
model_2954,m_3,c_7,m_3,c_12,0.6831,0.9656703127861023
model_2955,c_4,c_6,c_11,c_2,0.7452,0.7727732116699219
model_2956,c_7,m_2,c_11,c_1,0.7386,0.7763935635566711
model_2957,c_4,m_3,c_8,c_9,0.7149,0.9144265995979309
model_2958,c_4,m_2,c_9,c_9,0.7491,0.7575588790893555
model_2959,c_2,c_9,c_11,c_12,0.7443,0.7686359624862671
model_2960,c_1,m_2,c_11,c_9,0.7496,0.7668592053413391
model_2961,c_4,m_2,c_9,m_2,0.7409,0.746385800075531
model_2962,c_10,c_1,c_11,c_9,0.7353,0.779890714263916
model_2963,c_4,c_7,c_11,c_9,0.7387,0.8238477861404419
model_2964,c_4,m_2,c_4,c_9,0.7538,0.7466073437690735
model_2965,c_4,m_3,c_7,c_9,0.7364,0.7694691972732544
model_2966,c_3,m_2,c_9,c_4,0.7633,0.702361652469635
model_2967,c_4,c_2,c_11,c_12,0.7091,0.8643742835044861
model_2968,c_4,m_2,c_3,c_9,0.7497,0.770620534324646
model_2969,m_3,m_3,c_11,c_1,0.5858,1.1680328781127929
model_2970,m_3,m_2,c_11,c_7,0.586,1.1644019521713256
model_2971,c_3,c_9,c_6,s,0.6963,0.8919884285926819
model_2972,c_6,c_11,c_11,c_11,0.7461,0.7879479606628418
model_2973,c_4,c_4,m_3,s,0.7,0.8820202318191528
model_2974,c_4,c_12,c_11,c_3,0.7705,0.7085899442195892
model_2975,c_4,m_2,c_4,c_10,0.713,0.8543545919418335
model_2976,c_7,m_2,m_1,c_9,0.7434,0.7625707542419433
model_2977,c_10,m_2,c_5,c_8,0.7438,0.7999885690689087
model_2978,c_4,c_5,c_2,c_9,0.7276,0.7983595083236694
model_2979,c_12,c_1,c_11,c_12,0.7248,0.8095116570472717
model_2980,m_1,c_4,c_11,c_9,0.7041,1.0028529816627503
model_2981,c_4,c_11,c_2,c_2,0.7407,0.7734994255065918
model_2982,c_5,c_3,c_11,c_10,0.7226,0.8185719084739685
model_2983,c_4,m_2,c_1,c_3,0.6604,0.9639720241546631
model_2984,c_9,c_4,c_11,c_8,0.7021,0.8885220679283142
model_2985,c_4,c_8,c_9,c_4,0.7065,0.8700169381141662
model_2986,c_9,m_2,c_11,m_1,0.724,0.7994335567474365
model_2987,c_3,c_5,c_11,c_9,0.743,0.7888230120658875
model_2988,c_7,c_4,c_9,c_3,0.7153,0.8431507082939148
model_2989,c_4,m_2,c_11,c_6,0.7298,0.8162830450057983
model_2990,c_11,m_2,c_9,c_9,0.7153,0.8536041779518128
model_2991,c_4,m_2,m_1,c_9,0.7254,0.8207336325645447
model_2992,c_6,m_2,c_11,c_12,0.7557,0.73968585729599
model_2993,c_7,c_12,c_6,c_9,0.727,0.848039032459259
model_2994,c_9,c_5,c_11,c_9,0.71,0.9316562129020691
model_2995,c_4,m_3,c_3,m_3,0.7193,0.8000286788940429
model_2996,m_3,m_2,c_11,c_10,0.6336,1.0403204654693603
model_2997,c_4,c_10,c_11,c_2,0.74,0.7870550294876099
model_2998,c_10,m_2,c_12,c_12,0.7597,0.7356544738292694
model_2999,c_4,m_2,c_6,c_10,0.7533,0.7517218323707581
model_3000,c_4,m_2,c_6,c_9,0.776,0.678472783279419
model_3001,c_12,c_3,c_11,c_9,0.7526,0.7695773377418518
model_3002,m_2,c_7,c_4,c_11,0.7306,0.8332854722976685
model_3003,c_4,c_6,c_11,m_1,0.7397,0.7936261418342591
model_3004,c_4,m_2,c_4,c_12,0.7507,0.7538597485542298
model_3005,c_4,c_9,c_11,c_11,0.7359,0.8134215210914612
model_3006,c_4,c_7,c_11,c_12,0.7327,0.8284507400512695
model_3007,c_3,m_2,c_10,c_9,0.7355,0.8052742969512939
model_3008,c_12,c_7,c_11,c_9,0.7186,0.8839775463104248
model_3009,c_4,m_1,c_11,c_8,0.7409,0.7615189790725708
model_3010,c_6,c_4,c_11,c_9,0.7414,0.7808654730796813
model_3011,c_4,c_9,c_11,c_9,0.7372,0.8089546257972717
model_3012,c_10,m_2,c_11,c_7,0.7576,0.7156139591217041
model_3013,c_5,c_2,c_11,c_9,0.7288,0.8153485502243042
model_3014,c_4,c_8,m_1,c_9,0.7404,0.7666328607559204
model_3015,c_4,c_1,c_11,c_1,0.733,0.7969890769958496
model_3016,c_4,c_1,c_11,m_1,0.7157,0.8341246022224427
model_3017,m_1,c_2,c_1,c_12,0.6918,0.9336284460067749
model_3018,c_5,m_2,c_7,c_7,0.7223,0.8408491387367248
model_3019,m_2,m_1,c_11,c_7,0.6987,0.879724625492096
model_3020,c_4,m_1,m_3,c_9,0.7155,0.8532220437049866
model_3021,c_4,m_2,m_2,c_1,0.6888,0.8951199637413025
model_3022,c_4,m_2,c_5,c_6,0.7605,0.7240460649490357
model_3023,c_6,c_1,c_9,c_9,0.7309,0.7898640789031982
model_3024,c_8,c_9,c_11,c_11,0.7109,0.8708379668235778
model_3025,c_3,c_4,c_8,c_11,0.7194,0.8748176946640015
model_3026,c_4,c_3,c_4,c_9,0.6859,0.9242158479690552
model_3027,c_11,m_2,c_11,c_9,0.8009,0.6226186256408691
model_3028,c_5,c_7,m_1,c_5,0.7463,0.7439060451507569
model_3029,c_5,c_7,c_4,m_3,0.6945,0.919635378074646
model_3030,c_10,m_2,c_11,c_5,0.7573,0.7169797318458557
model_3031,c_9,m_2,c_11,c_9,0.7849,0.6711387124538422
model_3032,c_11,c_4,c_11,c_5,0.746,0.7774998963356018
model_3033,m_3,m_2,c_11,c_4,0.605,1.1069664831161499
model_3034,m_3,m_2,m_3,c_9,0.433,1.5792979009628296
model_3035,c_4,m_2,c_11,c_10,0.7601,0.7386535811424255
model_3036,c_7,m_2,c_11,c_10,0.7684,0.6862688850402832
model_3037,c_8,m_2,c_7,c_9,0.7676,0.7002880990028382
model_3038,c_12,m_2,c_11,c_10,0.7715,0.6890418370246887
model_3039,c_2,m_2,c_9,c_4,0.7448,0.7849741866111756
model_3040,c_4,c_3,c_2,s,0.711,0.8518657212257386
model_3041,c_12,m_3,c_11,c_9,0.747,0.7597642444610596
model_3042,c_4,c_1,c_9,c_9,0.7069,0.8584649549484253
model_3043,c_4,c_3,c_3,m_3,0.7508,0.7450472800254822
model_3044,m_2,m_2,c_7,c_7,0.6745,0.9497695821762085
model_3045,c_4,m_2,m_3,c_9,0.7197,0.825826900100708
model_3046,m_1,m_2,c_6,c_10,0.6834,0.942576461315155
model_3047,c_1,m_1,m_3,c_9,0.6881,0.8901784232139588
model_3048,c_10,m_2,c_11,c_10,0.787,0.6498011605262757
model_3049,m_3,m_2,c_4,c_9,0.6193,1.0836170257568358
model_3050,c_4,c_9,m_2,c_9,0.7469,0.7437696642875672
model_3051,c_7,m_2,c_11,c_2,0.7363,0.7722770077705383
model_3052,c_5,c_12,c_11,s,0.73,0.7988082798957825
model_3053,c_4,m_2,c_11,s,0.7206,0.8299011494636536
model_3054,c_4,c_8,c_10,c_3,0.7519,0.7595134703636169
model_3055,c_7,m_2,c_11,c_9,0.7931,0.6512931025028229
model_3056,m_2,c_6,c_11,c_9,0.7509,0.7811328842163086
model_3057,c_4,c_2,c_4,c_9,0.7066,0.9392296763420105
model_3058,c_4,c_2,c_3,c_7,0.7171,0.8197863112449646
model_3059,c_2,c_2,c_10,m_3,0.7426,0.7984981918334961
model_3060,c_3,m_2,c_3,c_3,0.7119,0.855346841621399
model_3061,m_3,m_3,c_9,m_2,0.5569,1.266205923461914
model_3062,c_12,m_2,c_11,m_2,0.7422,0.7575171853065491
model_3063,c_3,m_2,m_3,c_9,0.7058,0.8496724732398987
model_3064,c_4,m_2,m_3,c_7,0.6937,0.8932195407867431
model_3065,m_2,m_2,m_1,c_9,0.6042,1.1997584659576417
model_3066,c_4,m_2,c_5,c_5,0.717,0.8342390694618225
model_3067,c_6,m_2,c_11,c_9,0.7375,0.794245213508606
model_3068,c_4,c_11,c_11,c_9,0.7522,0.7742320907115936
model_3069,c_9,m_2,c_11,c_10,0.7566,0.7220892901420594
model_3070,c_4,m_2,m_3,c_1,0.7032,0.8729043857574463
model_3071,c_6,m_2,c_4,c_9,0.7132,0.8732629755973816
model_3072,c_9,c_5,c_1,c_9,0.7108,0.8528286539077758
model_3073,c_11,c_3,c_11,c_10,0.7353,0.7744513169288635
model_3074,c_9,c_10,c_10,c_3,0.7486,0.7501718535900116
model_3075,c_4,c_3,c_9,c_9,0.7184,0.8302342414855957
model_3076,c_4,c_5,c_11,m_3,0.7366,0.7612786717414856
model_3077,c_4,m_2,c_1,s,0.6782,0.9258297876358033
model_3078,c_4,c_4,c_11,c_7,0.7428,0.7752979007720947
model_3079,c_6,m_2,c_7,c_10,0.7394,0.8027471025466919
model_3080,c_11,c_2,c_11,c_9,0.7383,0.7979204979896546
model_3081,c_4,c_7,c_1,c_9,0.729,0.8311654795646668
model_3082,c_9,m_1,c_11,c_7,0.7528,0.729178039264679
model_3083,c_4,c_3,s,-,0.6861,0.9147317849159241
model_3084,c_11,m_2,c_5,c_9,0.775,0.6836025813102722
model_3085,c_4,c_6,c_3,c_9,0.7372,0.7893138655662537
model_3086,m_1,m_2,c_9,c_9,0.6594,0.9734696113586426
model_3087,c_12,m_2,c_12,c_9,0.7485,0.7893874232769013
model_3088,m_1,m_2,c_11,c_3,0.666,0.9668578371047973
model_3089,c_4,m_2,c_9,m_1,0.7418,0.7550747855186463
model_3090,c_2,m_2,c_10,c_9,0.7478,0.7894677892684937
model_3091,c_3,m_2,s,-,0.72,0.8205924635887146
model_3092,m_2,c_5,c_8,c_9,0.7197,0.8803702485084534
model_3093,m_1,m_2,c_12,c_9,0.6977,0.8731600059509277
model_3094,c_4,c_10,c_11,c_12,0.7455,0.7833104402542114
model_3095,m_3,m_3,c_4,c_9,0.5689,1.1957082315444947
model_3096,c_4,m_2,c_6,c_12,0.751,0.7505540813446044
model_3097,c_12,m_1,c_11,c_9,0.7752,0.7120674711704255
model_3098,c_4,c_10,c_12,c_9,0.7537,0.7157823453903198
model_3099,c_9,m_2,c_11,c_5,0.7374,0.7607419467926025
model_3100,c_9,c_11,c_4,c_9,0.7306,0.8615833080291748
model_3101,c_4,c_4,c_10,c_9,0.7186,0.8319420773506164
model_3102,c_4,c_1,c_11,c_3,0.7406,0.7783964420318603
model_3103,c_5,c_8,c_11,c_6,0.7072,0.8574736429214478
model_3104,c_11,m_2,m_1,m_2,0.7388,0.7893463189125061
model_3105,c_2,m_2,c_8,c_6,0.6964,0.9181436562538147
model_3106,c_11,c_1,c_4,c_9,0.7051,0.9630044986724854
model_3107,m_2,c_2,c_5,c_9,0.6356,1.215325375366211
model_3108,c_4,m_3,c_11,c_9,0.7771,0.7384413899421692
model_3109,c_4,m_2,c_10,m_2,0.7117,0.860095622253418
model_3110,c_4,c_10,c_6,c_9,0.7404,0.8324826078414918
model_3111,c_4,c_1,c_4,m_3,0.7126,0.8177414914131165
model_3112,c_6,m_2,c_11,c_11,0.7677,0.7325683471679687
model_3113,c_3,c_9,c_11,c_9,0.7272,0.8622239382743836
model_3114,c_2,m_1,c_11,c_1,0.7617,0.719676701259613
model_3115,c_4,c_4,c_11,c_2,0.7311,0.8040555232048034
model_3116,m_1,m_2,c_11,c_1,0.6875,0.9032138968467712
model_3117,m_2,c_8,c_1,c_9,0.6947,0.9601675356864929
model_3118,c_4,m_2,c_12,c_3,0.7391,0.8095916991233826
model_3119,c_9,c_3,c_11,c_9,0.7512,0.7447087561607361
model_3120,c_10,m_2,c_11,c_6,0.7611,0.728603115272522
model_3121,c_9,m_2,m_2,c_8,0.7597,0.7239449981689453
model_3122,c_4,m_1,c_8,c_6,0.7076,0.8624069029808045
model_3123,c_4,c_4,m_3,c_6,0.7604,0.716500582408905
model_3124,c_4,m_2,c_12,c_9,0.7685,0.7410339892864227
model_3125,c_4,m_2,c_9,s,0.7264,0.8141665647506714
model_3126,m_3,c_5,c_11,c_9,0.7136,0.8668311451911926
model_3127,c_4,m_2,m_3,c_4,0.677,0.9430818681716919
model_3128,m_1,c_3,c_11,c_9,0.708,0.93978379611969
model_3129,c_6,c_7,m_1,c_2,0.7108,0.8389186463356018
model_3130,c_4,c_11,c_11,c_12,0.7688,0.7012982340812683
model_3131,c_4,m_2,c_11,c_12,0.7675,0.7135952158927917
model_3132,c_6,m_2,c_11,c_4,0.7463,0.7459819281578064
model_3133,c_4,m_2,c_5,c_12,0.7535,0.775582134628296
